goal	rule	score
hates(_EX1, myrtle_warren)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
parent(P, _EX1)	parent(ginny_weasley, albus_severus_potter)	1
enemy(P, padma_patil)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
parent(X, P)	parent(molly_weasley, bill_weasley)	1
creature(fawkes)	creature(fawkes)	1
parent(_EX2, P)	parent(arthur_weasley, charlie_weasley)	1
parent(X, P)	parent(arthur_weasley, george_weasley)	1
parent(Y, P)	parent(alice_longbottom, neville_longbottom)	1
ancestor(P, james_sirius_potter)	ancestor(X, Y) :- parent(X, Y)	1
parent(P, X)	parent(narcissa_malfoy, draco_malfoy)	1
parent(Y, P)	parent(lily_potter, harry_potter)	1
parent(Y, _EX3)	parent(narcissa_malfoy, draco_malfoy)	1
parent(_EX1, P)	parent(james_potter, harry_potter)	1
parent(ron_weasley, hugo_weasley)	parent(ron_weasley, hugo_weasley)	1
member_of(_EX1, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
ancestor(ginny_weasley, Z)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, _EX3)	parent(molly_weasley, percy_weasley)	1
house(P, X)	house(slytherin, gregory_goyle)	1
parent(_EX1, P)	parent(molly_weasley, fred_weasley)	1
parent(X, Y)	parent(lucius_malfoy, draco_malfoy)	1
parent(_EX1, P)	parent(arthur_weasley, bill_weasley)	1
member_of(_EX0, dumbledores_army)	member_of(colin_creevey, dumbledores_army)	1
member_of(_EX3, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
hates(severus_snape, colin_creevey)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
creature(norbert)	creature(norbert)	1
enemy(P, _EX3)	enemy(dolores_umbridge, harry_potter)	1
male(P)	male(hugo_weasley)	1
member_of(Z, death_eaters)	member_of(severus_snape, death_eaters)	1
member_of(Z, order_of_the_phoenix)	member_of(alastor_moody, order_of_the_phoenix)	1
parent(ginny_weasley, P)	parent(ginny_weasley, albus_severus_potter)	1
parent(P, Z)	parent(molly_weasley, bill_weasley)	1
enemy(X, P)	enemy(voldemort, rubeus_hagrid)	1
parent(Z, Y)	parent(molly_weasley, percy_weasley)	1
parent(Y, P)	parent(james_potter, harry_potter)	1
house(gryffindor, Z)	house(gryffindor, charlie_weasley)	1
house(X, P)	house(gryffindor, harry_potter)	1
member_of(_EX0, dumbledores_army)	member_of(cho_chang, dumbledores_army)	1
parent(Y, P)	parent(molly_weasley, fred_weasley)	1
hates(_EX4, _EX0)	hates(X, Y) :- deatheater(X), muggle(Y)	1
parent(Y, P)	parent(arthur_weasley, bill_weasley)	1
parent(harry_potter, _EX3)	parent(harry_potter, james_sirius_potter)	1
creature(P)	creature(thestral)	1
parent(arthur_weasley, P)	parent(arthur_weasley, percy_weasley)	1
parent(Y, draco_malfoy)	parent(lucius_malfoy, draco_malfoy)	1
member_of(X, dumbledores_army)	member_of(fred_weasley, dumbledores_army)	1
betrays(X, P)	betrays(xenophilius_lovegood, hermione_granger)	1
member_of(sirius_black, order_of_the_phoenix)	member_of(sirius_black, order_of_the_phoenix)	1
magical(_EX0)	magical(fawkes)	1
muggle(_EX5)	muggle(dudley_dursley)	1
enemy(P, harry_potter)	enemy(dudley_dursley, harry_potter)	1
enemy(_EX1, lucius_malfoy)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
parent(_EX4, ginny_weasley)	parent(arthur_weasley, ginny_weasley)	1
parent(P, hugo_weasley)	parent(hermione_granger, hugo_weasley)	1
professor(P)	professor(severus_snape)	1
male(P)	male(rubeus_hagrid)	1
male(P)	male(xenophilius_lovegood)	1
parent(Y, _EX3)	parent(vernon_dursley, dudley_dursley)	1
enemy(Z, _EX1)	enemy(bellatrix_lestrange, sirius_black)	1
hates(_EX1, _EX0)	hates(X, Y) :- deatheater(X), squib(Y)	1
member_of(_EX2, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
parent(P, _EX3)	parent(petunia_dursley, dudley_dursley)	1
betrays(X, P)	betrays(percy_weasley, arthur_weasley)	1
parent(P, _EX3)	parent(arthur_weasley, percy_weasley)	1
enemy(X, P)	enemy(quirinus_quirrell, harry_potter)	1
enemy(Z, _EX1)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
member_of(_EX1, order_of_the_phoenix)	member_of(remus_lupin, order_of_the_phoenix)	1
magical_creature(P)	magical_creature(X) :- creature(X), magical(X)	1
male(P)	male(cedric_diggory)	1
house(gryffindor, P)	house(gryffindor, seamus_finnigan)	1
parent(P, _EX1)	parent(arthur_weasley, ron_weasley)	1
magical(P)	magical(fawkes)	1
enemy(Z, _EX1)	enemy(gilderoy_lockhart, harry_potter)	1
parent(P, _EX1)	parent(arthur_weasley, fred_weasley)	1
ancestor(_EX5, hugo_weasley)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, Y)	parent(molly_weasley, ron_weasley)	1
member_of(_EX2, order_of_the_phoenix)	member_of(alastor_moody, order_of_the_phoenix)	1
betrays(X, P)	betrays(percy_weasley, molly_weasley)	1
parent(P, _EX1)	parent(arthur_weasley, george_weasley)	1
ancestor(P, lily_luna_potter)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
enemy(P, X)	enemy(cormac_mclaggen, ron_weasley)	1
parent(harry_potter, Y)	parent(harry_potter, james_sirius_potter)	1
parent(ginny_weasley, Z)	parent(ginny_weasley, albus_severus_potter)	1
member_of(_EX2, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
parent(_EX0, harry_potter)	parent(lily_potter, harry_potter)	1
parent(X, P)	parent(arthur_weasley, percy_weasley)	1
member_of(_EX2, dumbledores_army)	member_of(padma_patil, dumbledores_army)	1
parent(P, lily_luna_potter)	parent(ginny_weasley, lily_luna_potter)	1
enemy(P, _EX3)	enemy(quirinus_quirrell, harry_potter)	1
parent(_EX1, P)	parent(molly_weasley, ron_weasley)	1
member_of(_EX3, dumbledores_army)	member_of(parvati_patil, dumbledores_army)	1
muggleborn(P)	muggleborn(myrtle_warren)	1
house(P, X)	house(gryffindor, charlie_weasley)	1
hates(Y, P)	hates(X, Y) :- deatheater(X), squib(Y)	1
subject(P)	subject(history_of_magic)	1
parent(_EX2, P)	parent(alice_longbottom, neville_longbottom)	1
descendant(P, _EX1)	descendant(X, Y) :- ancestor(Y, X)	1
magical(_EX0)	magical(aragog)	1
destroyed(X, P)	destroyed(hermione_granger, hufflepuff_cup)	1
house(gryffindor, Z)	house(gryffindor, bill_weasley)	1
parent(ron_weasley, P)	parent(ron_weasley, hugo_weasley)	1
parent(Z, P)	parent(arthur_weasley, percy_weasley)	1
enemy(X, P)	enemy(gilderoy_lockhart, harry_potter)	1
ancestor(P, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
member_of(X, dumbledores_army)	member_of(ginny_weasley, dumbledores_army)	1
destroyed_horcrux(X, P)	destroyed_horcrux(X, Y) :- horcrux(Y), destroyed(X, Y)	1
enemy(X, P)	enemy(voldemort, hermione_granger)	1
ancestor(harry_potter, Y)	ancestor(X, Y) :- parent(X, Y)	1
enemy(P, harry_potter)	enemy(quirinus_quirrell, harry_potter)	1
parent(Y, P)	parent(molly_weasley, ron_weasley)	1
squib(_EX5)	squib(argus_filch)	1
enemy(X, P)	enemy(vernon_dursley, harry_potter)	1
enemy(voldemort, Y)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
house(X, P)	house(gryffindor, hermione_granger)	1
hero(albus_dumbledore)	hero(X) :- chocolate_frog_card(X)	1
enemy(voldemort, Y)	enemy(voldemort, hermione_granger)	1
enemy(Z, _EX1)	enemy(dudley_dursley, harry_potter)	1
parent(Z, Y)	parent(arthur_weasley, percy_weasley)	1
parent(X, P)	parent(hermione_granger, hugo_weasley)	1
member_of(X, dumbledores_army)	member_of(parvati_patil, dumbledores_army)	1
parent(Z, Y)	parent(molly_weasley, fred_weasley)	1
member_of(peter_pettigrew, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
member_of(Y, dumbledores_army)	member_of(colin_creevey, dumbledores_army)	1
parent(_EX2, P)	parent(arthur_weasley, fred_weasley)	1
hates(Y, argus_filch)	hates(X, Y) :- deatheater(X), squib(Y)	1
parent(X, Y)	parent(arthur_weasley, george_weasley)	1
member_of(X, dumbledores_army)	member_of(cho_chang, dumbledores_army)	1
muggle(_EX3)	muggle(petunia_dursley)	1
betrays(Y, P)	betrays(cho_chang, harry_potter)	1
enemy(_EX2, _EX0)	enemy(gilderoy_lockhart, harry_potter)	1
enemy(P, X)	enemy(marge_dursley, harry_potter)	1
parent(P, _EX3)	parent(harry_potter, lily_luna_potter)	1
enemy(P, X)	enemy(dolores_umbridge, ginny_weasley)	1
parent(Y, _EX3)	parent(arthur_weasley, charlie_weasley)	1
parent(Z, Y)	parent(lucius_malfoy, draco_malfoy)	1
enemy(Z, _EX1)	enemy(voldemort, rubeus_hagrid)	1
enemy(P, harry_potter)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
parent(_EX1, P)	parent(arthur_weasley, george_weasley)	1
enemy(P, _EX3)	enemy(dolores_umbridge, ron_weasley)	1
enemy(P, harry_potter)	enemy(gilderoy_lockhart, harry_potter)	1
deatheater(bellatrix_lestrange)	deatheater(X) :- member_of(X, death_eaters)	1
ancestor(harry_potter, P)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, albus_severus_potter)	parent(ginny_weasley, albus_severus_potter)	1
hates(Z, P)	hates(X, Y) :- deatheater(X), squib(Y)	1
muggleborn(_EX3)	muggleborn(lily_potter)	1
enemy(P, harry_potter)	enemy(vernon_dursley, harry_potter)	1
hates(X, Z)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
parent(P, Z)	parent(arthur_weasley, ron_weasley)	1
parent(_EX1, P)	parent(ginny_weasley, james_sirius_potter)	1
parent(Z, P)	parent(molly_weasley, ginny_weasley)	1
enemy(_EX3, neville_longbottom)	enemy(bellatrix_lestrange, neville_longbottom)	1
subject(P)	subject(flying)	1
parent(Y, _EX3)	parent(arthur_weasley, ginny_weasley)	1
enemy(_EX2, _EX0)	enemy(draco_malfoy, harry_potter)	1
enemy(P, _EX3)	enemy(draco_malfoy, harry_potter)	1
member_of(_EX3, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
enemy(P, _EX3)	enemy(voldemort, wizarding_world)	1
parent(P, _EX3)	parent(ron_weasley, rose_weasley)	1
parent(P, harry_potter)	parent(lily_potter, harry_potter)	1
enemy(_EX2, _EX0)	enemy(voldemort, hermione_granger)	1
enemy(X, P)	enemy(peter_pettigrew, sirius_black)	1
parent(P, Y)	parent(molly_weasley, ginny_weasley)	1
member_of(Y, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
enemy(X, Y)	enemy(gilderoy_lockhart, severus_snape)	1
enemy(P, X)	enemy(dolores_umbridge, fred_weasley)	1
enemy(X, Y)	enemy(peter_pettigrew, sirius_black)	1
ancestor(arthur_weasley, P)	ancestor(X, Y) :- parent(X, Y)	1
member_of(narcissa_malfoy, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
member_of(_EX0, dumbledores_army)	member_of(neville_longbottom, dumbledores_army)	1
hates(Y, P)	hates(X, Y) :- deatheater(X), muggle(Y)	1
magical(_EX0)	magical(nagini)	1
parent(Y, P)	parent(vernon_dursley, dudley_dursley)	1
parent(Y, ron_weasley)	parent(molly_weasley, ron_weasley)	1
parent(P, Y)	parent(petunia_dursley, dudley_dursley)	1
parent(harry_potter, P)	parent(harry_potter, albus_severus_potter)	1
parent(P, _EX1)	parent(hermione_granger, hugo_weasley)	1
parent(P, _EX3)	parent(lily_potter, harry_potter)	1
parent(arthur_weasley, P)	parent(arthur_weasley, charlie_weasley)	1
parent(P, ron_weasley)	parent(arthur_weasley, ron_weasley)	1
parent(P, X)	parent(molly_weasley, ginny_weasley)	1
evil(Y)	evil(X) :- deatheater(X)	1
squib(Y)	squib(argus_filch)	1
member_of(X, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
hates(_EX3, marge_dursley)	hates(X, Y) :- deatheater(X), muggle(Y)	1
deatheater(_EX0)	deatheater(X) :- member_of(X, death_eaters)	1
enemy(P, X)	enemy(petunia_dursley, harry_potter)	1
parent(Y, _EX3)	parent(frank_longbottom, neville_longbottom)	1
member_of(X, order_of_the_phoenix)	member_of(albus_dumbledore, order_of_the_phoenix)	1
muggleborn(_EX5)	muggleborn(colin_creevey)	1
enemy(X, P)	enemy(dolores_umbridge, hermione_granger)	1
enemy(X, P)	enemy(cormac_mclaggen, ron_weasley)	1
parent(P, X)	parent(petunia_dursley, dudley_dursley)	1
parent(X, Y)	parent(ginny_weasley, james_sirius_potter)	1
parent(X, Y)	parent(molly_weasley, george_weasley)	1
parent(_EX1, P)	parent(ron_weasley, hugo_weasley)	1
female(P)	female(narcissa_malfoy)	1
magical(P)	magical(nagini)	1
deatheater(X)	deatheater(X) :- member_of(X, death_eaters)	1
betrays(X, P)	betrays(xenophilius_lovegood, ron_weasley)	1
parent(P, _EX3)	parent(molly_weasley, fred_weasley)	1
parent(P, _EX3)	parent(arthur_weasley, bill_weasley)	1
parent(P, Z)	parent(ron_weasley, rose_weasley)	1
parent(P, _EX1)	parent(molly_weasley, percy_weasley)	1
parent(_EX4, ginny_weasley)	parent(molly_weasley, ginny_weasley)	1
parent(Z, Y)	parent(frank_longbottom, neville_longbottom)	1
creature(scabbers)	creature(scabbers)	1
enemy(Z, _EX1)	enemy(voldemort, hermione_granger)	1
member_of(harry_potter, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
hates(lucius_malfoy, X)	hates(X, Y) :- deatheater(X), squib(Y)	1
hates(_EX4, _EX0)	hates(X, Y) :- deatheater(X), squib(Y)	1
betrays(Y, P)	betrays(xenophilius_lovegood, hermione_granger)	1
parent(X, P)	parent(harry_potter, james_sirius_potter)	1
member_of(Y, death_eaters)	member_of(bellatrix_lestrange, death_eaters)	1
house(X, P)	house(slytherin, voldemort)	1
parent(P, _EX1)	parent(molly_weasley, bill_weasley)	1
parent(Y, P)	parent(ron_weasley, hugo_weasley)	1
parent(_EX1, P)	parent(molly_weasley, george_weasley)	1
ancestor(ginny_weasley, albus_severus_potter)	ancestor(X, Y) :- parent(X, Y)	1
house(X, P)	house(slytherin, horace_slughorn)	1
member_of(_EX4, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
parent(Y, _EX3)	parent(alice_longbottom, neville_longbottom)	1
betrays(X, P)	betrays(cho_chang, harry_potter)	1
male(P)	male(vernon_dursley)	1
member_of(_EX0, order_of_the_phoenix)	member_of(alastor_moody, order_of_the_phoenix)	1
parent(P, Z)	parent(lily_potter, harry_potter)	1
member_of(_EX2, order_of_the_phoenix)	member_of(albus_dumbledore, order_of_the_phoenix)	1
parent(X, P)	parent(molly_weasley, fred_weasley)	1
parent(X, P)	parent(arthur_weasley, bill_weasley)	1
muggle(_EX3)	muggle(vernon_dursley)	1
likes_voldemort(_EX4)	likes_voldemort(X) :- deatheater(X)	1
chocolate_frog_card(albus_dumbledore)	chocolate_frog_card(albus_dumbledore)	1
muggleborn(Y)	muggleborn(myrtle_warren)	1
enemy(X, Y)	enemy(dolores_umbridge, harry_potter)	1
parent(Y, P)	parent(molly_weasley, george_weasley)	1
parent(Z, Y)	parent(alice_longbottom, neville_longbottom)	1
enemy(P, _EX3)	enemy(gilderoy_lockhart, hermione_granger)	1
professor(P)	professor(remus_lupin)	1
parent(P, Z)	parent(ginny_weasley, james_sirius_potter)	1
male(P)	male(remus_lupin)	1
enemy(X, P)	enemy(quirinus_quirrell, hermione_granger)	1
ancestor(P, X)	ancestor(X, Y) :- parent(X, Y)	1
muggleborn(Y)	muggleborn(hermione_granger)	1
parent(ginny_weasley, _EX3)	parent(ginny_weasley, james_sirius_potter)	1
hates(_EX0, Z)	hates(X, Y) :- deatheater(X), squib(Y)	1
parent(Y, P)	parent(xenophilius_lovegood, luna_lovegood)	1
deatheater(Z)	deatheater(X) :- member_of(X, death_eaters)	1
parent(P, X)	parent(arthur_weasley, ron_weasley)	1
parent(_EX1, P)	parent(hermione_granger, hugo_weasley)	1
ancestor(ron_weasley, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, _EX3)	parent(arthur_weasley, fred_weasley)	1
enemy(X, Y)	enemy(quirinus_quirrell, ron_weasley)	1
male(P)	male(george_weasley)	1
subject(P)	subject(divination)	1
female(P)	female(minerva_mccgonagall)	1
parent(P, Y)	parent(harry_potter, lily_luna_potter)	1
parent(X, Y)	parent(molly_weasley, percy_weasley)	1
ancestor(ginny_weasley, X)	ancestor(X, Y) :- parent(X, Y)	1
male(P)	male(harry_potter)	1
betrays(X, P)	betrays(percy_weasley, charlie_weasley)	1
parent(P, james_sirius_potter)	parent(ginny_weasley, james_sirius_potter)	1
parent(Z, Y)	parent(james_potter, harry_potter)	1
parent(P, Y)	parent(arthur_weasley, charlie_weasley)	1
member_of(X, death_eaters)	member_of(bellatrix_lestrange, death_eaters)	1
house(gryffindor, P)	house(gryffindor, petter_pettigrew)	1
parent(Z, Y)	parent(arthur_weasley, bill_weasley)	1
parent(Y, P)	parent(hermione_granger, hugo_weasley)	1
male(P)	male(horace_slughorn)	1
male(P)	male(frank_longbottom)	1
male(P)	male(albus_dumbledore)	1
parent(Y, harry_potter)	parent(lily_potter, harry_potter)	1
member_of(X, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
member_of(P, dumbledores_army)	member_of(neville_longbottom, dumbledores_army)	1
member_of(_EX2, dumbledores_army)	member_of(luna_lovegood, dumbledores_army)	1
ancestor(_EX2, draco_malfoy)	ancestor(X, Y) :- parent(X, Y)	1
house(gryffindor, P)	house(gryffindor, percy_weasley)	1
enemy(P, _EX3)	enemy(dolores_umbridge, george_weasley)	1
house(gryffindor, Z)	house(gryffindor, james_potter)	1
member_of(P, dumbledores_army)	member_of(fred_weasley, dumbledores_army)	1
parent(_EX0, james_sirius_potter)	parent(harry_potter, james_sirius_potter)	1
parent(Y, _EX3)	parent(ginny_weasley, lily_luna_potter)	1
parent(Y, draco_malfoy)	parent(narcissa_malfoy, draco_malfoy)	1
parent(P, X)	parent(harry_potter, lily_luna_potter)	1
ancestor(X, Y)	ancestor(X, Y) :- parent(X, Y)	1
enemy(Z, _EX1)	enemy(peter_pettigrew, sirius_black)	1
male(P)	male(gilderoy_lockhart)	1
parent(P, X)	parent(arthur_weasley, charlie_weasley)	1
house(gryffindor, Z)	house(gryffindor, ron_weasley)	1
parent(_EX1, P)	parent(molly_weasley, bill_weasley)	1
parent(X, Y)	parent(molly_weasley, ginny_weasley)	1
squib(P)	squib(arabella_figg)	1
member_of(_EX3, death_eaters)	member_of(bellatrix_lestrange, death_eaters)	1
member_of(X, order_of_the_phoenix)	member_of(sirius_black, order_of_the_phoenix)	1
hates(voldemort, Y)	hates(X, Y) :- deatheater(X), squib(Y)	1
male(P)	male(colin_creevey)	1
member_of(X, order_of_the_phoenix)	member_of(molly_weasley, order_of_the_phoenix)	1
parent(Z, Y)	parent(ginny_weasley, lily_luna_potter)	1
parent(P, Y)	parent(ron_weasley, rose_weasley)	1
member_of(_EX0, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
hates(_EX1, _EX0)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
member_of(_EX2, death_eaters)	member_of(draco_malfoy, death_eaters)	1
teaches(P, divination)	teaches(sybill_trelawney, divination)	1
ancestor(Z, harry_potter)	ancestor(X, Y) :- parent(X, Y)	1
parent(P, Z)	parent(molly_weasley, percy_weasley)	1
ancestor(ginny_weasley, P)	ancestor(X, Y) :- parent(X, Y)	1
member_of(_EX1, dumbledores_army)	member_of(padma_patil, dumbledores_army)	1
ancestor(james_potter, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
enemy(X, P)	enemy(voldemort, harry_potter)	1
member_of(P, order_of_the_phoenix)	member_of(harry_potter, order_of_the_phoenix)	1
member_of(_EX4, dumbledores_army)	member_of(ron_weasley, dumbledores_army)	1
parent(P, _EX1)	parent(petunia_dursley, dudley_dursley)	1
parent(Y, _EX3)	parent(molly_weasley, charlie_weasley)	1
parent(P, _EX1)	parent(arthur_weasley, percy_weasley)	1
parent(Y, P)	parent(molly_weasley, bill_weasley)	1
parent(P, _EX1)	parent(molly_weasley, fred_weasley)	1
parent(ginny_weasley, X)	parent(ginny_weasley, lily_luna_potter)	1
parent(X, P)	parent(molly_weasley, ron_weasley)	1
enemy(voldemort, Y)	enemy(voldemort, harry_potter)	1
parent(Z, P)	parent(harry_potter, james_sirius_potter)	1
enemy(lucius_malfoy, _EX3)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
parent(P, X)	parent(ron_weasley, rose_weasley)	1
parent(arthur_weasley, P)	parent(arthur_weasley, george_weasley)	1
hates(Z, petunia_dursley)	hates(X, Y) :- deatheater(X), muggle(Y)	1
member_of(P, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
horcrux(nagini)	horcrux(nagini)	1
parent(Z, Y)	parent(molly_weasley, charlie_weasley)	1
enemy(Z, _EX1)	enemy(cormac_mclaggen, ron_weasley)	1
house(X, P)	house(gryffindor, colin_creevey)	1
subject(P)	subject(defense_against_the_dark_arts)	1
house(gryffindor, P)	house(gryffindor, parvati_patil)	1
enemy(P, X)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
parent(Y, P)	parent(ginny_weasley, albus_severus_potter)	1
parent(P, Y)	parent(harry_potter, james_sirius_potter)	1
parent(P, Y)	parent(harry_potter, albus_severus_potter)	1
enemy(X, P)	enemy(petunia_dursley, harry_potter)	1
parent(Z, Y)	parent(harry_potter, james_sirius_potter)	1
male(P)	male(argus_filch)	1
enemy(P, X)	enemy(gilderoy_lockhart, harry_potter)	1
member_of(P, death_eaters)	member_of(draco_malfoy, death_eaters)	1
parent(Z, Y)	parent(molly_weasley, george_weasley)	1
member_of(_EX4, dumbledores_army)	member_of(neville_longbottom, dumbledores_army)	1
magical_pet(P, aragog)	magical_pet(X, Y) :- magical_creature(Y), owns(X, Y)	1
parent(Y, P)	parent(lucius_malfoy, draco_malfoy)	1
ancestor(X, albus_severus_potter)	ancestor(X, Y) :- parent(X, Y)	1
house(P, X)	house(gryffindor, james_potter)	1
member_of(Z, order_of_the_phoenix)	member_of(nymphadora_tonks, order_of_the_phoenix)	1
house(P, X)	house(slytherin, tom_riddle)	1
muggleborn(colin_creevey)	muggleborn(colin_creevey)	1
member_of(_EX0, dumbledores_army)	member_of(seamus_finnigan, dumbledores_army)	1
parent(Z, Y)	parent(molly_weasley, ron_weasley)	1
parent(_EX4, harry_potter)	parent(james_potter, harry_potter)	1
member_of(_EX0, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
house(gryffindor, P)	house(gryffindor, ginny_weasley)	1
enemy(P, harry_potter)	enemy(voldemort, harry_potter)	1
enemy(_EX2, _EX0)	enemy(peter_pettigrew, sirius_black)	1
member_of(neville_longbottom, dumbledores_army)	member_of(neville_longbottom, dumbledores_army)	1
parent(james_potter, P)	parent(james_potter, harry_potter)	1
half_blood(severus_snape)	half_blood(severus_snape)	1
enemy(P, _EX3)	enemy(peter_pettigrew, sirius_black)	1
house(P, X)	house(gryffindor, ron_weasley)	1
member_of(_EX4, dumbledores_army)	member_of(luna_lovegood, dumbledores_army)	1
squib(_EX3)	squib(arabella_figg)	1
parent(ron_weasley, Y)	parent(ron_weasley, rose_weasley)	1
ancestor(_EX1, P)	ancestor(X, Y) :- parent(X, Y)	1
parent(P, X)	parent(ginny_weasley, james_sirius_potter)	1
parent(ron_weasley, Z)	parent(ron_weasley, rose_weasley)	1
male(P)	male(godric_gryffindor)	1
professor(P)	professor(gilderoy_lockhart)	1
muggleborn(_EX5)	muggleborn(hermione_granger)	1
parent(_EX2, P)	parent(petunia_dursley, dudley_dursley)	1
parent(P, Y)	parent(hermione_granger, rose_weasley)	1
parent(X, P)	parent(lily_potter, harry_potter)	1
enemy(Z, _EX1)	enemy(quirinus_quirrell, ron_weasley)	1
muggle(Y)	muggle(dudley_dursley)	1
creature(nagini)	creature(nagini)	1
enemy(P, X)	enemy(draco_malfoy, harry_potter)	1
member_of(Y, death_eaters)	member_of(severus_snape, death_eaters)	1
ancestor(ron_weasley, Y)	ancestor(X, Y) :- parent(X, Y)	1
enemy(X, Y)	enemy(dolores_umbridge, ron_weasley)	1
enemy(P, harry_potter)	enemy(petunia_dursley, harry_potter)	1
member_of(Z, order_of_the_phoenix)	member_of(harry_potter, order_of_the_phoenix)	1
parent(X, P)	parent(ginny_weasley, james_sirius_potter)	1
parent(P, _EX1)	parent(harry_potter, lily_luna_potter)	1
magical(_EX0)	magical(unicorn)	1
parent(Z, P)	parent(arthur_weasley, george_weasley)	1
enemy(X, Y)	enemy(draco_malfoy, ron_weasley)	1
enemy(Z, _EX1)	enemy(dolores_umbridge, ginny_weasley)	1
enemy(P, fred_weasley)	enemy(dolores_umbridge, fred_weasley)	1
member_of(_EX4, death_eaters)	member_of(bellatrix_lestrange, death_eaters)	1
parent(P, draco_malfoy)	parent(narcissa_malfoy, draco_malfoy)	1
parent(Z, Y)	parent(narcissa_malfoy, draco_malfoy)	1
muggle(P)	muggle(vernon_dursley)	1
deatheater(Y)	deatheater(X) :- member_of(X, death_eaters)	1
parent(_EX0, harry_potter)	parent(james_potter, harry_potter)	1
member_of(_EX4, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
member_of(Z, death_eaters)	member_of(voldemort, death_eaters)	1
hates(voldemort, Y)	hates(X, Y) :- deatheater(X), muggle(Y)	1
