goal	rule	score
p4(X0, X6)	p4(a70, a75)	1
p8(X0, a11)	p8(a22, a11)	1
p9(X0, a0)	p9(X6, X6) :- p4(X3, X6)	1
p8(X0, X5)	p8(a0, a64)	1
p8(X0, X8)	p8(a58, a11)	1
p6(X4, X5)	p6(a48, a1)	1
p4(X7, X0)	p4(a5, a48)	1
p6(X9, X7)	p6(a94, a12)	1
p4(X0, X7)	p4(a61, a27)	1
p4(X0, X6)	p4(a0, a0)	1
p4(X5, X0)	p4(a17, a69)	1
p4(X7, X0)	p4(a13, a15)	1
p1(X0, a21, X2, a13)	p1(a29, a21, a1, a13)	1
p6(X0, X1)	p6(a14, a20)	1
p8(X0, X1)	p8(a63, a50)	1
p4(X1, X0)	p4(a0, a2)	1
p4(X8, X0)	p4(a22, a10)	1
p6(X9, X7)	p6(a58, a1)	1
p4(X8, X0)	p4(a21, a11)	1
p8(X0, X9)	p8(a71, a13)	1
p8(X0, a71)	p8(X0, X0) :- p4(X0, X2)	1
p1(X8, X2, a5, X8)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p8(X0, X8)	p8(a71, a84)	1
p2(a24, a12, X0)	p2(a24, a12, a8)	1
p6(X4, X9)	p6(a34, a48)	1
p8(X0, X9)	p8(a93, a17)	1
p4(X1, X0)	p4(a61, a27)	1
p8(X7, X0)	p8(a0, a77)	1
p4(X0, X9)	p4(a20, a0)	1
p6(X0, X1)	p6(a0, a12)	1
p8(X0, X3)	p8(a77, a28)	1
p6(X4, X5)	p6(a58, a1)	1
p3(X5)	p3(a48)	1
p8(X0, X8)	p8(a6, a1)	1
p4(X0, X9)	p4(a18, a30)	1
p9(X3, X3)	p9(X6, X6) :- p4(X3, X6)	1
p3(X5)	p3(a39)	1
p4(X0, X3)	p4(a17, a69)	1
p8(X0, X8)	p8(a75, a0)	1
p6(X0, X1)	p6(a84, a0)	1
p8(X0, X1)	p8(a0, a6)	1
p4(X0, X1)	p4(a70, a20)	1
p4(X5, a0)	p4(a16, a0)	1
p8(X0, X3)	p8(a1, a0)	1
p4(X0, X3)	p4(a95, a39)	1
p8(X0, X3)	p8(a95, a16)	1
p8(X0, X3)	p8(a3, a45)	1
p6(X4, X5)	p6(a0, a12)	1
p4(X0, X2)	p4(a17, a69)	1
p8(X0, X5)	p8(a0, a6)	1
p0(a90, X0)	p0(a90, a88)	1
p4(X9, a0)	p4(a0, a0)	1
p4(X0, X8)	p4(a61, a27)	1
p4(X0, X7)	p4(a20, a0)	1
p6(X9, X7)	p6(a78, a85)	1
p6(X4, X5)	p6(a84, a0)	1
p1(a6, a0, X0, a1)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X0, X7)	p4(a18, a30)	1
p4(X7, X0)	p4(a18, a0)	1
p6(X0, X5)	p6(a34, a48)	1
p6(X0, X1)	p6(a81, a0)	1
p4(X0, X9)	p4(a18, a0)	1
p8(X0, X9)	p8(a19, a67)	1
p8(X0, X3)	p8(a0, a1)	1
p4(X6, X0)	p4(a22, a10)	1
p8(X8, a53)	p8(a1, a53)	1
p1(a22, X1, X0, a22)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X6, X0)	p4(a21, a11)	1
p8(a95, X1)	p8(X0, X0) :- p4(X0, X2)	1
p6(X9, X7)	p6(a33, a10)	1
p8(X0, a43)	p8(X0, X0) :- p4(X0, X2)	1
p6(X0, X1)	p6(a35, a14)	1
p6(X0, X1)	p6(a99, a16)	1
p6(a84, X5)	p6(a84, a0)	1
p5(X0, a75, X1)	p5(a87, a75, a76)	1
p7(X0, X1)	p7(a43, a61)	1
p6(X0, X5)	p6(a2, a54)	1
p4(X2, X0)	p4(a0, a0)	1
p4(X1, X0)	p4(a22, a10)	1
p4(X0, X1)	p4(a70, a75)	1
p4(X5, X4)	p4(a17, a69)	1
p4(X5, X0)	p4(a43, a26)	1
p8(X7, X0)	p8(a44, a48)	1
p8(X0, a0)	p8(a75, a0)	1
p8(X0, X9)	p8(a71, a84)	1
p4(X0, X6)	p4(a13, a15)	1
p8(X0, X3)	p8(a22, a11)	1
p4(X5, X4)	p4(a95, a39)	1
p6(X0, X1)	p6(a7, a5)	1
p6(X4, X5)	p6(a81, a0)	1
p6(X0, X5)	p6(a29, a1)	1
p6(X9, X7)	p6(a27, a73)	1
p4(X0, X8)	p4(a5, a48)	1
p8(X1, a49)	p8(a95, a49)	1
p4(X7, X0)	p4(a0, a2)	1
p5(X0, a4, a55)	p5(a0, a4, a55)	1
p4(X0, X9)	p4(a70, a20)	1
p6(X4, X5)	p6(a35, a14)	1
p8(X0, X5)	p8(a78, a19)	1
p4(X0, X9)	p4(a0, a2)	1
p6(X4, X5)	p6(a99, a16)	1
p6(X0, X1)	p6(a16, a14)	1
p6(X0, X5)	p6(a16, a14)	1
p8(X0, a61)	p8(X0, X0) :- p4(X0, X2)	1
p4(X0, X8)	p4(a31, a70)	1
p6(X0, X5)	p6(a34, a40)	1
p8(X0, X8)	p8(a0, a10)	1
p8(X0, X3)	p8(a95, a49)	1
p6(X0, X1)	p6(a13, a5)	1
p8(X1, X0)	p8(a93, a1)	1
p1(a78, X9, X7, X0)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X0, X9)	p4(a43, a45)	1
p8(X0, a11)	p8(a58, a11)	1
p8(X0, X4)	p8(a12, a53)	1
p4(a22, X0)	p4(a22, a10)	1
p9(X8, X8)	p9(X6, X6) :- p4(X3, X6)	1
p4(X5, X0)	p4(a91, a10)	1
p4(X5, X4)	p4(a13, a15)	1
p4(X5, X0)	p4(a54, a0)	1
p4(X3, X0)	p4(a0, a0)	1
p4(X0, X8)	p4(a77, a6)	1
p4(X0, X1)	p4(a17, a69)	1
p8(X0, X3)	p8(a71, a37)	1
p8(a77, X8)	p8(X0, X0) :- p4(X0, X2)	1
p6(X9, X7)	p6(a0, a13)	1
p4(X2, X0)	p4(a43, a86)	1
p8(X1, X0)	p8(a19, a67)	1
p4(X0, X7)	p4(a0, a2)	1
p6(X4, X5)	p6(a13, a5)	1
p4(X5, X0)	p4(a3, a75)	1
p4(X0, X1)	p4(a95, a39)	1
p4(X1, X0)	p4(a17, a69)	1
p8(X0, X4)	p8(a44, a48)	1
p8(X1, X0)	p8(a67, a0)	1
p3(X5)	p3(a11)	1
p4(X0, X6)	p4(a18, a0)	1
p8(X0, X5)	p8(a93, a1)	1
p4(X7, X9)	p4(a43, a86)	1
p8(a58, a11)	p8(a58, a11)	1
p8(X0, a21)	p8(X0, X0) :- p4(X0, X2)	1
p4(X5, a0)	p4(a71, a0)	1
p4(X8, X0)	p4(a43, a26)	1
p1(a93, X2, X3, X5)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X1, X0)	p4(a95, a39)	1
p8(a22, a11)	p8(a22, a11)	1
p8(a0, X3)	p8(a0, a64)	1
p4(X0, X7)	p4(a43, a45)	1
p4(X0, X3)	p4(a54, a0)	1
p8(X0, X8)	p8(a95, a49)	1
p4(X5, X4)	p4(a43, a26)	1
p4(X7, X0)	p4(a20, a0)	1
p7(X0, X1)	p7(a17, a79)	1
p8(X0, X9)	p8(a77, a10)	1
p8(X0, a22)	p8(X0, X0) :- p4(X0, X2)	1
p8(X7, X0)	p8(a77, a28)	1
p8(X7, X0)	p8(a67, a0)	1
p8(X1, X0)	p8(a3, a45)	1
p8(X0, X9)	p8(a0, a64)	1
p8(X0, X9)	p8(a89, a29)	1
p8(X0, X3)	p8(a93, a17)	1
p4(X0, X6)	p4(a0, a2)	1
p8(X0, X5)	p8(a67, a0)	1
p4(X0, a11)	p4(a21, a11)	1
p1(a93, a0, X1, X0)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X0, X1)	p4(a13, a15)	1
p8(X0, X1)	p8(a1, a0)	1
p8(X0, X8)	p8(a71, a37)	1
p4(X0, X9)	p4(a43, a86)	1
p8(X0, X1)	p8(a95, a16)	1
p4(X0, X1)	p4(a33, a32)	1
p4(X3, X0)	p4(a43, a86)	1
p4(X5, X4)	p4(a18, a0)	1
p4(X1, X0)	p4(a13, a15)	1
p4(X5, X0)	p4(a16, a0)	1
p6(X0, X1)	p6(a43, a13)	1
p4(X8, X0)	p4(a54, a0)	1
p1(a95, a0, X2, X1)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p8(X0, X5)	p8(a3, a45)	1
p4(X2, X0)	p4(a71, a0)	1
p2(a16, X0, X1)	p2(a16, a28, a51)	1
p4(X5, X4)	p4(a91, a10)	1
p6(X9, X7)	p6(a12, a14)	1
p8(a3, X1)	p8(a3, a45)	1
p4(a70, X0)	p4(a70, a20)	1
p8(X7, X0)	p8(a71, a37)	1
p4(X0, X7)	p4(a21, a11)	1
p4(X8, X0)	p4(a3, a75)	1
p6(X4, X9)	p6(a31, a14)	1
p4(X5, X0)	p4(a18, a30)	1
p8(X0, X1)	p8(a0, a1)	1
p4(X6, X0)	p4(a43, a26)	1
p4(a16, X0)	p4(a16, a0)	1
p8(X0, X3)	p8(a0, a77)	1
p4(X0, X7)	p4(a43, a86)	1
p8(X1, X0)	p8(a11, a31)	1
p4(X0, X3)	p4(a16, a0)	1
p4(X1, X0)	p4(a43, a26)	1
p6(X4, X5)	p6(a43, a13)	1
p8(X1, X0)	p8(a71, a13)	1
p6(X8, X8)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p8(X0, X9)	p8(a0, a6)	1
p9(X7, X7)	p9(a0, a0)	1
p8(X0, X5)	p8(a0, a1)	1
p0(X0, a11)	p0(a59, a11)	1
p8(X0, X1)	p8(a22, a11)	1
p4(X0, X8)	p4(a70, a20)	1
p4(X7, X0)	p4(a17, a69)	1
p1(a1, a0, X8, a53)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p7(X0, X1)	p7(a22, a57)	1
p6(X0, a16)	p6(a99, a16)	1
p4(X0, X2)	p4(a16, a0)	1
p8(X1, X0)	p8(a0, a64)	1
p6(X9, X7)	p6(a29, a1)	1
p4(X7, X9)	p4(a0, a0)	1
p1(X0, X2, a5, X1)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X0, X6)	p4(a20, a0)	1
p8(X0, a70)	p8(X0, X0) :- p4(X0, X2)	1
p8(X0, a5)	p8(X0, X0) :- p4(X0, X2)	1
p8(X0, X3)	p8(a0, a6)	1
p4(X7, X0)	p4(a95, a39)	1
p1(X4, X6, X1, X4)	p1(a0, a36, a0, a0)	1
p8(X0, X3)	p8(a71, a84)	1
p4(X6, X0)	p4(a61, a27)	1
p4(X0, X1)	p4(a18, a0)	1
p8(X7, X0)	p8(a71, a13)	1
p8(X7, X0)	p8(a93, a17)	1
p6(X0, X5)	p6(a1, a0)	1
p4(X0, X2)	p4(a20, a0)	1
p6(X0, X5)	p6(a84, a32)	1
p4(X0, X7)	p4(a54, a0)	1
p8(X0, X1)	p8(a95, a49)	1
p7(X0, X1)	p7(a30, a89)	1
p8(X0, X5)	p8(a71, a13)	1
p4(X0, X2)	p4(a18, a30)	1
p8(X0, X9)	p8(a1, a53)	1
p8(X0, X9)	p8(a0, a23)	1
p4(X0, X0)	p4(a0, a0)	1
p6(X0, X5)	p6(a13, a5)	1
p4(X6, X0)	p4(a91, a10)	1
p4(X8, X0)	p4(a16, a0)	1
p6(X0, X1)	p6(a12, a14)	1
p4(X2, X0)	p4(a61, a27)	1
p8(X1, X0)	p8(a63, a50)	1
p4(X7, X0)	p4(a0, a0)	1
p4(X1, X0)	p4(a91, a10)	1
p3(X5)	p3(X0) :- p6(X2, a0), p6(X2, X0)	1
p4(X6, X0)	p4(a3, a75)	1
p4(X0, X8)	p4(a70, a75)	1
p8(X0, X1)	p8(a71, a37)	1
p4(X0, X9)	p4(a60, a42)	1
p9(X1, X1)	p9(a0, a0)	1
p6(X0, X1)	p6(a63, a12)	1
p6(X4, X5)	p6(a12, a14)	1
p6(X4, X9)	p6(a0, a13)	1
p8(X7, X0)	p8(a63, a50)	1
p6(X0, a0)	p6(a2, a0)	1
p1(a78, X5, X4, a19)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X9, a0)	p4(a20, a0)	1
p8(X1, X0)	p8(a0, a6)	1
p6(X9, X7)	p6(a14, a20)	1
p8(X0, a53)	p8(a12, a53)	1
p3(X5)	p3(a0)	1
p8(X2, a0)	p8(a75, a0)	1
p4(a3, X0)	p4(a3, a75)	1
p8(X0, X5)	p8(a12, a53)	1
p6(X9, X7)	p6(a0, a12)	1
p7(a80, X0)	p7(a80, a56)	1
p8(X0, X9)	p8(X0, X0) :- p4(X0, X2)	1
p4(X0, X6)	p4(a17, a69)	1
p8(X0, a16)	p8(a95, a16)	1
p8(X0, X1)	p8(a93, a17)	1
p4(X0, X7)	p4(a16, a0)	1
p4(X3, X0)	p4(a61, a27)	1
p4(X7, X9)	p4(a5, a48)	1
p4(X9, a0)	p4(a71, a0)	1
p4(X0, X7)	p4(a60, a42)	1
p7(X0, X1)	p7(a3, a34)	1
p8(X0, X3)	p8(a77, a10)	1
p4(X2, X0)	p4(a20, a0)	1
p6(a0, X0)	p6(a0, a13)	1
p4(X0, X6)	p4(a95, a39)	1
p9(X0, a0)	p9(a71, a0)	1
p8(X0, X8)	p8(a39, a91)	1
p4(X7, X0)	p4(a43, a86)	1
p6(X4, X9)	p6(a37, a64)	1
p4(a0, a0)	p4(a0, a0)	1
p4(X2, X0)	p4(a18, a30)	1
p4(X0, X8)	p4(a17, a69)	1
p8(X0, X9)	p8(a61, a28)	1
p9(X0, a0)	p9(a38, a0)	1
p3(X5)	p3(a54)	1
p4(X2, X0)	p4(a22, a10)	1
p4(X0, X2)	p4(a70, a20)	1
p4(X1, X0)	p4(a16, a0)	1
p4(X0, X3)	p4(a43, a45)	1
p4(X0, X8)	p4(a95, a39)	1
p6(X0, X5)	p6(a0, a13)	1
p8(X0, X3)	p8(a0, a10)	1
p6(X0, X1)	p6(a34, a48)	1
p6(X4, X9)	p6(a1, a0)	1
p8(X0, X4)	p8(a93, a1)	1
p4(X1, X0)	p4(a20, a0)	1
p7(X0, X1)	p7(a7, a32)	1
p4(X0, X2)	p4(a43, a45)	1
p8(X0, a53)	p8(a1, a53)	1
p4(X1, X0)	p4(a18, a30)	1
p6(a84, a0)	p6(a84, a0)	1
p6(X9, X7)	p6(a81, a0)	1
p4(a0, a2)	p4(a0, a2)	1
p4(X7, X9)	p4(a71, a0)	1
p9(X0, a0)	p9(a15, a0)	1
p6(X9, X7)	p6(a35, a14)	1
p6(X4, X5)	p6(a34, a48)	1
p8(X0, X4)	p8(a19, a67)	1
p6(X9, X7)	p6(a99, a16)	1
p8(X0, X3)	p8(a67, a0)	1
p4(X3, X0)	p4(a20, a0)	1
p8(X0, X9)	p8(a1, a0)	1
p6(X9, X7)	p6(a2, a0)	1
p8(X0, X4)	p8(a67, a0)	1
p8(a95, X1)	p8(a95, a16)	1
p4(X0, X8)	p4(a13, a15)	1
p4(a13, X0)	p4(a13, a15)	1
p8(X0, X8)	p8(a89, a29)	1
p6(X9, X7)	p6(a7, a5)	1
p4(X0, X8)	p4(a33, a32)	1
p6(X0, X1)	p6(a34, a40)	1
p8(X0, X1)	p8(a71, a84)	1
p8(X5, X5)	p8(X0, X0) :- p4(X0, X2)	1
p8(a1, X8)	p8(a1, a53)	1
p4(X0, X9)	p4(a71, a0)	1
p8(a0, X3)	p8(a0, a1)	1
p6(X9, X7)	p6(a16, a14)	1
p4(X2, X0)	p4(a17, a69)	1
p8(X0, X4)	p8(a3, a45)	1
p1(X0, a0, X3, X0)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X3, X0)	p4(a71, a0)	1
p4(X1, X0)	p4(a18, a0)	1
p4(X0, X6)	p4(a43, a86)	1
p6(X9, X7)	p6(a13, a5)	1
p8(X0, X9)	p8(a0, a1)	1
p4(X0, X1)	p4(a31, a70)	1
p4(X0, X2)	p4(a21, a11)	1
p3(X5)	p3(a68)	1
p6(X4, X5)	p6(a34, a40)	1
p8(X2, a0)	p8(a67, a0)	1
p8(X0, X5)	p8(a6, a1)	1
p1(X0, X1, a5, X0)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p7(X0, X1)	p7(a5, a62)	1
p8(X0, X9)	p8(a58, a11)	1
p4(a0, X0)	p4(a0, a2)	1
p8(X0, X3)	p8(a1, a53)	1
p8(X0, X1)	p8(a39, a91)	1
p4(X7, X0)	p4(a16, a0)	1
p8(X0, X5)	p8(a75, a0)	1
p1(a3, a0, X7, X1)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p6(X0, X1)	p6(a2, a54)	1
p4(X0, X7)	p4(a71, a0)	1
p6(X0, X1)	p6(a2, a0)	1
p4(X0, X1)	p4(a77, a6)	1
p8(X0, X3)	p8(a78, a19)	1
p7(X0, a79)	p7(a17, a79)	1
p6(X0, X5)	p6(a94, a12)	1
p4(X0, X6)	p4(a54, a0)	1
p4(X0, X8)	p4(a18, a0)	1
p4(X0, X1)	p4(a43, a45)	1
p8(X0, X9)	p8(a6, a1)	1
p8(X0, X9)	p8(a0, a77)	1
p4(a43, X0)	p4(a43, a86)	1
p8(X1, X0)	p8(a95, a16)	1
p3(X5)	p3(a10)	1
p7(X0, X1)	p7(a1, a16)	1
p4(X0, X1)	p4(a0, a0)	1
p4(X3, X0)	p4(a17, a69)	1
p4(X1, X0)	p4(a43, a45)	1
p6(X4, X9)	p6(a4, a11)	1
p4(X0, X2)	p4(a54, a0)	1
p8(X0, X4)	p8(a11, a31)	1
p4(X7, X0)	p4(a61, a27)	1
p6(X4, X5)	p6(a2, a0)	1
p3(X5)	p3(X5) :- p3(X5)	1
p1(a66, a86, X0, X1)	p1(a66, a86, a32, a2)	1
p1(a77, X4, X0, X7)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X0, X3)	p4(a22, a10)	1
p8(X0, X1)	p8(a77, a10)	1
p8(X0, X8)	p8(a0, a23)	1
p8(X0, X4)	p8(a0, a64)	1
p4(a71, X0)	p4(a71, a0)	1
p4(X0, X8)	p4(a0, a2)	1
p4(X5, X0)	p4(a60, a42)	1
p4(X2, X0)	p4(a43, a26)	1
p8(X1, X0)	p8(a0, a1)	1
p8(X0, X1)	p8(a89, a29)	1
p4(X2, X0)	p4(a21, a11)	1
p4(X1, a0)	p4(a18, a0)	1
p8(X0, X5)	p8(a95, a16)	1
p6(X4, X9)	p6(a28, a70)	1
p6(X9, X7)	p6(a18, a0)	1
p8(X0, X5)	p8(a77, a10)	1
p6(a0, X1)	p6(a0, a13)	1
p8(X1, X1)	p8(X0, X0) :- p4(X0, X2)	1
p4(X0, X2)	p4(a33, a32)	1
p8(a0, X9)	p8(a0, a77)	1
p8(X0, X1)	p8(a0, a10)	1
p4(X7, X9)	p4(a22, a10)	1
p8(X0, X8)	p8(a93, a1)	1
p6(a0, a0)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p6(X9, X7)	p6(a43, a13)	1
p8(X1, X0)	p8(a22, a11)	1
p4(X9, a0)	p4(a54, a0)	1
p8(X7, X0)	p8(a1, a53)	1
p4(a77, X0)	p4(a77, a6)	1
p8(X0, X4)	p8(a63, a50)	1
p4(X5, X0)	p4(a5, a48)	1
p8(X0, X5)	p8(a0, a10)	1
p4(X0, X3)	p4(a60, a42)	1
p6(X4, X9)	p6(a33, a94)	1
p4(X0, X1)	p4(a43, a86)	1
p4(X0, X6)	p4(a16, a0)	1
p8(a1, X8)	p8(a1, a0)	1
p8(a77, X7)	p8(X0, X0) :- p4(X0, X2)	1
p3(X5)	p3(a83)	1
p4(X5, X0)	p4(a31, a70)	1
p6(X0, X1)	p6(a60, a10)	1
p8(X0, a29)	p8(a89, a29)	1
p8(X1, X0)	p8(a95, a49)	1
p6(X0, X5)	p6(a33, a10)	1
p3(X5)	p3(a71)	1
p4(X0, X2)	p4(a60, a42)	1
p4(X2, X0)	p4(a91, a10)	1
p4(X2, X0)	p4(a54, a0)	1
p4(X0, X9)	p4(a22, a10)	1
p4(X0, X9)	p4(a21, a11)	1
p9(X0, a0)	p9(a29, a0)	1
p8(X1, X0)	p8(X0, X0) :- p4(X0, X2)	1
p8(X0, X4)	p8(a0, a6)	1
p6(X0, X5)	p6(a7, a16)	1
p8(X0, X5)	p8(a22, a11)	1
p0(a92, X0)	p0(a92, a50)	1
p4(X6, X0)	p4(a95, a39)	1
p4(X3, X0)	p4(a22, a10)	1
p4(X3, X0)	p4(a21, a11)	1
p6(X0, X1)	p6(a84, a32)	1
p4(X8, X0)	p4(a61, a27)	1
p6(X0, X5)	p6(a28, a70)	1
p6(X4, X9)	p6(a94, a12)	1
p4(X2, X0)	p4(a3, a75)	1
p4(X0, X6)	p4(a61, a27)	1
p6(X0, X1)	p6(a18, a0)	1
p4(X7, X0)	p4(a71, a0)	1
p6(X0, X1)	p6(a78, a85)	1
p4(X5, X0)	p4(a77, a6)	1
p8(X1, X0)	p8(a71, a37)	1
p4(X7, X0)	p4(a43, a45)	1
p6(X9, X7)	p6(a1, a0)	1
p8(X0, a13)	p8(a71, a13)	1
p6(X0, X5)	p6(a31, a14)	1
p6(X4, X9)	p6(a58, a1)	1
p8(X0, X5)	p8(a95, a49)	1
p6(X4, X5)	p6(a1, a0)	1
p4(X7, X9)	p4(a17, a69)	1
p6(X4, X5)	p6(a84, a32)	1
p6(X0, X5)	p6(a33, a94)	1
p4(X9, a0)	p4(a16, a0)	1
p4(X0, X7)	p4(a22, a10)	1
p6(X4, X5)	p6(a18, a0)	1
